date,BEN,CH4,CO,EBE,NMHC,NO,NO_2,NOx,O_3,PM10,PM25,SO_2,TCH,TOL,station
2018-02-01 00:00:00,,,,,,75.0,102.0,217.0,,31.0,20.0,,,,28079048
2018-02-01 01:00:00,,,,,,30.0,85.0,131.0,,19.0,13.0,,,,28079048
2018-02-01 02:00:00,,,,,,59.0,89.0,179.0,,17.0,12.0,,,,28079048
2018-02-01 03:00:00,,,,,,55.0,85.0,169.0,,19.0,13.0,,,,28079048
2018-02-01 04:00:00,,,,,,11.0,67.0,84.0,,17.0,13.0,,,,28079048
2018-02-01 05:00:00,,,,,,16.0,65.0,90.0,,18.0,15.0,,,,28079048
2018-02-01 06:00:00,,,,,,57.0,71.0,158.0,,17.0,14.0,,,,28079048
2018-02-01 07:00:00,,,,,,96.0,83.0,229.0,,10.0,3.0,,,,28079048
2018-02-01 08:00:00,,,,,,161.0,90.0,337.0,,18.0,10.0,,,,28079048
2018-02-01 09:00:00,,,,,,215.0,102.0,431.0,,25.0,16.0,,,,28079048
2018-02-01 10:00:00,,,,,,260.0,112.0,510.0,,38.0,27.0,,,,28079048
2018-02-01 11:00:00,,,,,,182.0,100.0,378.0,,45.0,32.0,,,,28079048
2018-02-01 12:00:00,,,,,,146.0,94.0,318.0,,44.0,33.0,,,,28079048
2018-02-01 13:00:00,,,,,,162.0,101.0,350.0,,43.0,31.0,,,,28079048
2018-02-01 14:00:00,,,,,,77.0,74.0,192.0,,56.0,45.0,,,,28079048
2018-02-01 15:00:00,,,,,,21.0,43.0,76.0,,20.0,14.0,,,,28079048
2018-02-01 16:00:00,,,,,,26.0,71.0,111.0,,17.0,13.0,,,,28079048
2018-02-01 17:00:00,,,,,,22.0,59.0,93.0,,26.0,22.0,,,,28079048
2018-02-01 18:00:00,,,,,,18.0,57.0,85.0,,10.0,5.0,,,,28079048
2018-02-01 19:00:00,,,,,,11.0,46.0,63.0,,7.0,3.0,,,,28079048
2018-02-01 20:00:00,,,,,,1.0,26.0,27.0,,4.0,2.0,,,,28079048
2018-02-01 21:00:00,,,,,,1.0,28.0,29.0,,11.0,10.0,,,,28079048
2018-02-01 22:00:00,,,,,,1.0,26.0,28.0,,1.0,1.0,,,,28079048
2018-02-01 23:00:00,,,,,,1.0,19.0,21.0,,6.0,6.0,,,,28079048
2018-02-02 00:00:00,,,,,,1.0,15.0,17.0,,6.0,6.0,,,,28079048
2018-02-02 01:00:00,,,,,,1.0,11.0,13.0,,2.0,2.0,,,,28079048
2018-02-02 02:00:00,,,,,,1.0,13.0,14.0,,1.0,1.0,,,,28079048
2018-02-02 03:00:00,,,,,,3.0,15.0,19.0,,2.0,2.0,,,,28079048
2018-02-02 04:00:00,,,,,,3.0,20.0,25.0,,11.0,11.0,,,,28079048
2018-02-02 05:00:00,,,,,,1.0,12.0,14.0,,6.0,6.0,,,,28079048
2018-02-02 06:00:00,,,,,,1.0,17.0,19.0,,1.0,1.0,,,,28079048
2018-02-02 07:00:00,,,,,,4.0,32.0,38.0,,1.0,1.0,,,,28079048
2018-02-02 08:00:00,,,,,,7.0,52.0,63.0,,6.0,6.0,,,,28079048
2018-02-02 09:00:00,,,,,,13.0,70.0,90.0,,13.0,13.0,,,,28079048
2018-02-02 10:00:00,,,,,,8.0,43.0,55.0,,10.0,9.0,,,,28079048
2018-02-02 11:00:00,,,,,,6.0,22.0,32.0,,9.0,7.0,,,,28079048
2018-02-02 12:00:00,,,,,,8.0,24.0,36.0,,8.0,7.0,,,,28079048
2018-02-02 13:00:00,,,,,,8.0,23.0,36.0,,12.0,10.0,,,,28079048
2018-02-02 14:00:00,,,,,,11.0,27.0,43.0,,10.0,8.0,,,,28079048
2018-02-02 15:00:00,,,,,,8.0,26.0,39.0,,2.0,2.0,,,,28079048
2018-02-02 16:00:00,,,,,,7.0,27.0,38.0,,1.0,1.0,,,,28079048
2018-02-02 17:00:00,,,,,,4.0,21.0,27.0,,1.0,1.0,,,,28079048
2018-02-02 18:00:00,,,,,,2.0,23.0,27.0,,2.0,2.0,,,,28079048
2018-02-02 19:00:00,,,,,,1.0,27.0,29.0,,1.0,1.0,,,,28079048
2018-02-02 20:00:00,,,,,,2.0,36.0,39.0,,1.0,1.0,,,,28079048
2018-02-02 21:00:00,,,,,,2.0,37.0,39.0,,1.0,1.0,,,,28079048
2018-02-02 22:00:00,,,,,,10.0,59.0,74.0,,5.0,4.0,,,,28079048
2018-02-02 23:00:00,,,,,,26.0,94.0,134.0,,8.0,7.0,,,,28079048
2018-02-03 00:00:00,,,,,,38.0,96.0,154.0,,13.0,10.0,,,,28079048
2018-02-03 01:00:00,,,,,,23.0,90.0,126.0,,1.0,1.0,,,,28079048
2018-02-03 02:00:00,,,,,,28.0,85.0,128.0,,12.0,9.0,,,,28079048
2018-02-03 03:00:00,,,,,,16.0,73.0,98.0,,21.0,7.0,,,,28079048
2018-02-03 04:00:00,,,,,,3.0,36.0,40.0,,14.0,10.0,,,,28079048
2018-02-03 05:00:00,,,,,,3.0,26.0,30.0,,1.0,1.0,,,,28079048
2018-02-03 06:00:00,,,,,,2.0,27.0,31.0,,2.0,2.0,,,,28079048
2018-02-03 07:00:00,,,,,,2.0,27.0,30.0,,6.0,6.0,,,,28079048
2018-02-03 08:00:00,,,,,,3.0,25.0,29.0,,1.0,1.0,,,,28079048
2018-02-03 09:00:00,,,,,,2.0,23.0,27.0,,2.0,2.0,,,,28079048
2018-02-03 10:00:00,,,,,,8.0,37.0,49.0,,5.0,3.0,,,,28079048
2018-02-03 11:00:00,,,,,,9.0,33.0,47.0,,1.0,1.0,,,,28079048
2018-02-03 12:00:00,,,,,,9.0,27.0,40.0,,1.0,1.0,,,,28079048
2018-02-03 13:00:00,,,,,,10.0,26.0,41.0,,6.0,4.0,,,,28079048
2018-02-03 14:00:00,,,,,,10.0,29.0,44.0,,3.0,2.0,,,,28079048
2018-02-03 15:00:00,,,,,,8.0,27.0,39.0,,6.0,4.0,,,,28079048
2018-02-03 16:00:00,,,,,,5.0,22.0,31.0,,2.0,2.0,,,,28079048
2018-02-03 17:00:00,,,,,,5.0,26.0,33.0,,8.0,8.0,,,,28079048
2018-02-03 18:00:00,,,,,,8.0,40.0,51.0,,16.0,15.0,,,,28079048
2018-02-03 19:00:00,,,,,,10.0,49.0,64.0,,5.0,3.0,,,,28079048
2018-02-03 20:00:00,,,,,,11.0,55.0,72.0,,2.0,1.0,,,,28079048
2018-02-03 21:00:00,,,,,,12.0,58.0,77.0,,1.0,1.0,,,,28079048
2018-02-03 22:00:00,,,,,,13.0,59.0,79.0,,1.0,1.0,,,,28079048
2018-02-03 23:00:00,,,,,,8.0,47.0,58.0,,6.0,4.0,,,,28079048
2018-02-04 00:00:00,,,,,,3.0,32.0,38.0,,7.0,5.0,,,,28079048
2018-02-04 01:00:00,,,,,,3.0,29.0,34.0,,13.0,12.0,,,,28079048
2018-02-04 02:00:00,,,,,,3.0,25.0,29.0,,12.0,11.0,,,,28079048
2018-02-04 03:00:00,,,,,,3.0,27.0,32.0,,10.0,8.0,,,,28079048
2018-02-04 04:00:00,,,,,,2.0,18.0,20.0,,4.0,3.0,,,,28079048
2018-02-04 05:00:00,,,,,,2.0,20.0,23.0,,15.0,14.0,,,,28079048
2018-02-04 06:00:00,,,,,,1.0,14.0,16.0,,3.0,3.0,,,,28079048
2018-02-04 07:00:00,,,,,,1.0,16.0,18.0,,1.0,1.0,,,,28079048
2018-02-04 08:00:00,,,,,,1.0,11.0,13.0,,1.0,1.0,,,,28079048
2018-02-04 09:00:00,,,,,,1.0,13.0,15.0,,9.0,9.0,,,,28079048
2018-02-04 10:00:00,,,,,,1.0,12.0,14.0,,6.0,7.0,,,,28079048
2018-02-04 11:00:00,,,,,,1.0,21.0,23.0,,2.0,2.0,,,,28079048
2018-02-04 12:00:00,,,,,,2.0,25.0,29.0,,1.0,1.0,,,,28079048
2018-02-04 13:00:00,,,,,,5.0,39.0,46.0,,4.0,4.0,,,,28079048
2018-02-04 14:00:00,,,,,,14.0,59.0,80.0,,8.0,8.0,,,,28079048
2018-02-04 15:00:00,,,,,,14.0,60.0,81.0,,3.0,3.0,,,,28079048
2018-02-04 16:00:00,,,,,,5.0,44.0,51.0,,7.0,7.0,,,,28079048
2018-02-04 17:00:00,,,,,,3.0,38.0,42.0,,7.0,7.0,,,,28079048
2018-02-04 18:00:00,,,,,,1.0,29.0,30.0,,1.0,1.0,,,,28079048
2018-02-04 19:00:00,,,,,,1.0,35.0,37.0,,10.0,11.0,,,,28079048
2018-02-04 20:00:00,,,,,,2.0,42.0,45.0,,6.0,5.0,,,,28079048
2018-02-04 21:00:00,,,,,,1.0,39.0,41.0,,4.0,3.0,,,,28079048
2018-02-04 22:00:00,,,,,,1.0,32.0,34.0,,1.0,1.0,,,,28079048
2018-02-04 23:00:00,,,,,,1.0,17.0,18.0,,6.0,7.0,,,,28079048
2018-02-05 00:00:00,,,,,,1.0,14.0,16.0,,14.0,16.0,,,,28079048
2018-02-05 01:00:00,,,,,,1.0,15.0,17.0,,2.0,2.0,,,,28079048
2018-02-05 02:00:00,,,,,,1.0,9.0,10.0,,1.0,1.0,,,,28079048
2018-02-05 03:00:00,,,,,,1.0,7.0,8.0,,1.0,1.0,,,,28079048
2018-02-05 04:00:00,,,,,,1.0,9.0,11.0,,1.0,1.0,,,,28079048
2018-02-05 05:00:00,,,,,,1.0,7.0,9.0,,9.0,10.0,,,,28079048
2018-02-05 06:00:00,,,,,,1.0,8.0,10.0,,4.0,5.0,,,,28079048
2018-02-05 07:00:00,,,,,,1.0,18.0,19.0,,1.0,1.0,,,,28079048
2018-02-05 08:00:00,,,,,,6.0,42.0,51.0,,1.0,1.0,,,,28079048
2018-02-05 09:00:00,,,,,,11.0,62.0,79.0,,2.0,1.0,,,,28079048
2018-02-05 10:00:00,,,,,,7.0,53.0,63.0,,2.0,2.0,,,,28079048
2018-02-05 11:00:00,,,,,,11.0,53.0,69.0,,5.0,5.0,,,,28079048
2018-02-05 12:00:00,,,,,,47.0,78.0,150.0,,3.0,2.0,,,,28079048
2018-02-05 13:00:00,,,,,,81.0,83.0,207.0,,6.0,3.0,,,,28079048
2018-02-05 14:00:00,,,,,,46.0,67.0,137.0,,1.0,1.0,,,,28079048
2018-02-05 15:00:00,,,,,,14.0,43.0,64.0,,2.0,1.0,,,,28079048
2018-02-05 16:00:00,,,,,,13.0,49.0,68.0,,2.0,1.0,,,,28079048
2018-02-05 17:00:00,,,,,,12.0,51.0,68.0,,2.0,2.0,,,,28079048
2018-02-05 18:00:00,,,,,,6.0,47.0,56.0,,1.0,1.0,,,,28079048
2018-02-05 19:00:00,,,,,,2.0,39.0,43.0,,1.0,1.0,,,,28079048
2018-02-05 20:00:00,,,,,,2.0,42.0,45.0,,1.0,1.0,,,,28079048
2018-02-05 21:00:00,,,,,,2.0,38.0,41.0,,4.0,4.0,,,,28079048
2018-02-05 22:00:00,,,,,,2.0,30.0,33.0,,6.0,6.0,,,,28079048
2018-02-05 23:00:00,,,,,,1.0,19.0,21.0,,9.0,9.0,,,,28079048
2018-02-06 00:00:00,,,,,,1.0,16.0,18.0,,3.0,3.0,,,,28079048
2018-02-06 01:00:00,,,,,,1.0,15.0,16.0,,1.0,1.0,,,,28079048
2018-02-06 02:00:00,,,,,,1.0,13.0,14.0,,2.0,3.0,,,,28079048
2018-02-06 03:00:00,,,,,,1.0,11.0,13.0,,1.0,1.0,,,,28079048
2018-02-06 04:00:00,,,,,,1.0,13.0,15.0,,5.0,5.0,,,,28079048
2018-02-06 05:00:00,,,,,,1.0,14.0,16.0,,5.0,5.0,,,,28079048
2018-02-06 06:00:00,,,,,,1.0,14.0,16.0,,1.0,1.0,,,,28079048
2018-02-06 07:00:00,,,,,,1.0,21.0,23.0,,1.0,1.0,,,,28079048
2018-02-06 08:00:00,,,,,,6.0,51.0,60.0,,1.0,1.0,,,,28079048
2018-02-06 09:00:00,,,,,,23.0,74.0,108.0,,9.0,9.0,,,,28079048
2018-02-06 10:00:00,,,,,,20.0,57.0,87.0,,7.0,7.0,,,,28079048
2018-02-06 11:00:00,,,,,,8.0,30.0,43.0,,3.0,2.0,,,,28079048
2018-02-06 12:00:00,,,,,,9.0,25.0,39.0,,1.0,1.0,,,,28079048
2018-02-06 13:00:00,,,,,,8.0,22.0,34.0,,9.0,7.0,,,,28079048
2018-02-06 14:00:00,,,,,,11.0,25.0,42.0,,14.0,11.0,,,,28079048
2018-02-06 15:00:00,,,,,,6.0,21.0,30.0,,18.0,16.0,,,,28079048
2018-02-06 16:00:00,,,,,,5.0,22.0,29.0,,4.0,3.0,,,,28079048
2018-02-06 17:00:00,,,,,,9.0,29.0,43.0,,13.0,13.0,,,,28079048
2018-02-06 18:00:00,,,,,,3.0,37.0,42.0,,13.0,12.0,,,,28079048
2018-02-06 19:00:00,,,,,,2.0,38.0,41.0,,16.0,15.0,,,,28079048
2018-02-06 20:00:00,,,,,,2.0,49.0,52.0,,18.0,17.0,,,,28079048
2018-02-06 21:00:00,,,,,,2.0,42.0,44.0,,5.0,4.0,,,,28079048
2018-02-06 22:00:00,,,,,,2.0,39.0,42.0,,7.0,6.0,,,,28079048
2018-02-06 23:00:00,,,,,,1.0,27.0,29.0,,15.0,15.0,,,,28079048
2018-02-07 00:00:00,,,,,,1.0,26.0,27.0,,11.0,11.0,,,,28079048
2018-02-07 01:00:00,,,,,,4.0,25.0,31.0,,6.0,5.0,,,,28079048
2018-02-07 02:00:00,,,,,,1.0,16.0,18.0,,8.0,8.0,,,,28079048
2018-02-07 03:00:00,,,,,,2.0,15.0,18.0,,5.0,4.0,,,,28079048
